month,day,neighborhood,crosswalk_wait_sec,litter_density_per_100m2,midnight_noise_db,atm_queue_length,vacant_storefronts_pct,dog_walk_freq_per_hr,graffiti_turnover_days,stress_index
Mar,25,Korattur,42.21,9.47,64.9,3.4,17.0,0.36,20,High
Mar,25,Velachery,25.72,3.21,54.3,2.0,8.3,1.18,6,High
Mar,25,Adyar,18.78,1.34,49.7,1.0,3.9,2.43,3,Low
Mar,25,Ambattur,60.09,9.91,60.1,3.8,22.0,0.22,34,High
Mar,25,Nungambakkam,19.47,2.0,52.8,1.4,6.1,1.52,3,Low
Mar,25,Perambur,45.27,7.97,57.3,2.7,15.5,0.67,14,Med
Mar,25,Mylapore,22.92,2.79,52.3,1.4,6.5,2.0,5,Low
Mar,25,Sholinganallur,32.56,4.66,52.8,2.4,11.7,0.97,9,Med
Mar,25,Tondiarpet,57.36,8.21,66.9,4.1,19.9,0.34,24,High
Mar,25,Anna Nagar,19.26,2.11,47.7,1.1,4.7,2.3,3,Low
Mar,25,Chromepet,31.17,5.88,54.1,2.5,12.7,0.96,11,Med
Mar,25,Kodambakkam,35.57,4.07,53.6,2.1,11.0,1.1,7,Med
Mar,26,Korattur,43.94,8.78,58.0,3.5,17.6,0.34,22,High
Mar,26,Velachery,31.65,4.17,55.8,1.8,8.4,0.94,6,Med
Mar,26,Adyar,16.08,1.26,49.9,1.0,3.6,2.51,3,Low
Mar,26,Ambattur,63.06,9.6,68.6,4.4,25.6,0.23,25,Med
Mar,26,Nungambakkam,19.89,1.76,53.8,1.3,6.1,2.26,4,Low
Mar,26,Perambur,35.27,6.17,58.9,3.1,16.4,0.64,13,Med
Mar,26,Mylapore,27.21,3.07,54.3,1.6,7.2,1.55,5,Low
Mar,26,Sholinganallur,29.24,3.82,55.9,2.4,11.0,0.73,9,Med
Mar,26,Tondiarpet,46.61,10.34,64.9,3.3,19.9,0.32,24,High
Mar,26,Anna Nagar,17.6,1.52,52.2,1.1,4.7,2.36,2,Low
Mar,26,Chromepet,36.39,5.78,56.9,2.5,13.2,0.87,12,Med
Mar,26,Kodambakkam,33.35,4.67,58.5,1.7,10.2,0.87,8,Med
Mar,27,Korattur,41.68,7.1,58.1,2.7,18.2,0.46,17,Med
Mar,27,Velachery,29.05,3.52,54.4,1.7,9.8,0.88,5,Low
Mar,27,Adyar,18.86,1.37,48.6,1.0,4.0,2.75,2,Low
Mar,27,Ambattur,50.21,9.41,67.3,4.0,22.5,0.18,33,Med
Mar,27,Nungambakkam,22.67,1.89,48.9,1.0,6.2,1.58,3,Low
Mar,27,Perambur,45.97,6.56,55.1,2.6,14.8,0.65,14,Med
Mar,27,Mylapore,26.75,3.42,53.6,1.2,6.8,1.81,5,Low
Mar,27,Sholinganallur,32.2,3.94,60.4,2.1,10.0,0.94,7,Med
Mar,27,Tondiarpet,44.15,9.67,57.7,4.0,19.4,0.28,22,High
Mar,27,Anna Nagar,18.35,1.48,48.0,1.2,4.9,1.77,3,Low
Mar,27,Chromepet,38.47,4.84,59.9,2.5,13.1,0.86,12,Med
Mar,27,Kodambakkam,32.0,4.57,52.1,2.4,9.8,0.94,8,Low
Mar,28,Korattur,46.67,7.1,56.2,3.1,16.8,0.34,20,High
Mar,28,Velachery,25.11,4.0,58.1,1.9,8.6,1.15,6,Med
Mar,28,Adyar,20.63,1.55,48.0,0.8,3.9,2.71,3,Low
Mar,28,Ambattur,51.79,12.42,68.6,4.3,23.1,0.17,25,High
Mar,28,Nungambakkam,24.94,1.85,46.5,1.3,6.1,1.89,4,Med
Mar,28,Perambur,40.06,6.82,61.2,2.9,15.1,0.72,15,Med
Mar,28,Mylapore,24.29,3.02,55.4,1.5,7.3,1.84,5,Low
Mar,28,Sholinganallur,35.37,5.23,58.9,2.5,11.1,0.94,9,High
Mar,28,Tondiarpet,45.12,9.05,58.4,3.6,18.2,0.3,22,Med
Mar,28,Anna Nagar,19.03,1.92,51.6,1.1,5.4,1.92,2,Low
Mar,28,Chromepet,30.62,5.45,56.0,2.9,14.1,0.95,11,Med
Mar,28,Kodambakkam,35.05,4.57,58.1,1.6,9.0,0.98,7,Med
Mar,29,Korattur,44.88,8.86,60.0,2.5,17.8,0.35,21,High
Mar,29,Velachery,28.22,4.25,49.7,2.0,8.6,1.09,5,Med
Mar,29,Adyar,20.12,1.42,46.2,1.1,4.1,2.24,2,Low
Mar,29,Ambattur,46.85,12.52,66.1,3.8,23.0,0.17,29,High
Mar,29,Nungambakkam,18.91,2.23,53.6,1.4,6.6,1.61,3,Low
Mar,29,Perambur,43.24,5.89,61.4,3.2,14.7,0.65,15,Med
Mar,29,Mylapore,22.24,3.38,54.4,1.2,6.8,1.37,5,Low
Mar,29,Sholinganallur,36.27,4.39,56.9,1.8,11.0,0.82,7,Med
Mar,29,Tondiarpet,51.76,10.28,58.9,3.5,18.5,0.27,26,High
Mar,29,Anna Nagar,19.57,1.78,51.2,0.8,5.2,2.19,2,Low
Mar,29,Chromepet,37.39,4.54,53.5,2.4,12.4,0.7,9,Med
Mar,29,Kodambakkam,28.21,4.52,54.0,2.0,10.4,1.19,7,Med
Mar,30,Korattur,40.82,7.98,56.6,2.6,17.5,0.47,22,High
Mar,30,Velachery,32.44,3.28,49.7,1.9,8.7,1.01,5,Med
Mar,30,Adyar,17.63,1.28,47.9,0.8,3.7,2.46,3,Low
Mar,30,Ambattur,48.9,10.45,67.2,4.9,24.4,0.21,27,High
Mar,30,Nungambakkam,22.56,1.79,46.9,1.3,6.1,1.55,4,Low
Mar,30,Perambur,44.9,6.05,58.5,2.4,16.3,0.63,13,Med
Mar,30,Mylapore,26.96,2.94,49.1,1.2,6.9,1.84,5,Low
Mar,30,Sholinganallur,36.43,4.6,54.6,2.1,11.3,0.76,8,Med
Mar,30,Tondiarpet,50.36,11.05,64.9,3.3,19.1,0.36,23,Med
Mar,30,Anna Nagar,17.36,2.11,46.6,1.1,5.0,2.13,3,Low
Mar,30,Chromepet,35.33,5.22,57.6,2.4,13.3,0.71,9,Med
Mar,30,Kodambakkam,31.86,3.29,58.8,2.0,10.0,1.09,7,Med
Apr,1,Korattur,42.8,7.29,55.6,2.7,17.6,0.36,21,Med
Apr,1,Velachery,26.25,3.11,55.5,1.4,9.6,1.28,5,Med
Apr,1,Adyar,18.24,1.42,50.1,0.8,4.2,2.57,2,Low
Apr,1,Ambattur,59.73,9.88,66.9,4.6,21.0,0.18,31,High
Apr,1,Nungambakkam,19.78,1.68,49.7,1.3,6.3,1.9,4,Low
Apr,1,Perambur,45.09,6.02,58.4,2.9,13.7,0.57,12,Med
Apr,1,Mylapore,25.19,3.18,49.6,1.3,7.1,1.61,4,Low
Apr,1,Sholinganallur,31.97,4.3,57.1,1.9,10.8,1.03,7,Med
Apr,1,Tondiarpet,45.74,10.49,63.2,4.0,18.2,0.25,23,High
Apr,1,Anna Nagar,20.24,1.68,49.2,0.8,5.1,1.64,2,Low
Apr,1,Chromepet,30.83,4.16,58.2,2.9,11.7,0.86,9,High
Apr,1,Kodambakkam,32.71,3.19,55.8,2.0,10.3,1.11,6,Med
Apr,2,Korattur,49.14,9.08,62.2,2.8,17.4,0.35,20,High
Apr,2,Velachery,28.5,2.97,48.6,1.8,8.0,1.23,5,Med
Apr,2,Adyar,16.02,1.22,45.7,0.8,3.7,2.61,3,Low
Apr,2,Ambattur,56.79,12.21,62.0,5.2,22.0,0.23,26,High
Apr,2,Nungambakkam,20.28,1.93,51.8,1.0,5.3,1.59,3,Low
Apr,2,Perambur,35.97,6.42,60.8,3.0,14.9,0.53,15,Med
Apr,2,Mylapore,24.24,2.68,48.5,1.6,7.2,1.84,5,Med
Apr,2,Sholinganallur,34.68,3.81,51.3,2.1,11.3,1.04,9,Med
Apr,2,Tondiarpet,47.44,9.97,56.7,3.4,17.9,0.32,22,High
Apr,2,Anna Nagar,19.29,2.04,48.3,1.0,4.5,2.4,3,Low
Apr,2,Chromepet,35.44,5.11,55.2,2.5,11.9,0.65,11,Med
Apr,2,Kodambakkam,32.57,4.31,51.0,1.6,9.4,0.85,8,Med
Apr,3,Korattur,45.23,6.9,55.5,3.5,17.0,0.44,22,High
Apr,3,Velachery,27.8,4.02,52.8,2.0,8.6,0.94,5,Med
Apr,3,Adyar,15.46,1.45,43.9,0.9,4.0,2.16,2,Low
Apr,3,Ambattur,54.66,10.58,63.0,3.8,21.6,0.17,26,High
Apr,3,Nungambakkam,23.46,1.98,50.6,1.1,5.4,1.86,4,Low
Apr,3,Perambur,42.43,6.46,58.6,2.3,13.4,0.48,14,Med
Apr,3,Mylapore,21.88,2.47,49.6,1.3,7.4,1.62,5,Low
Apr,3,Sholinganallur,32.7,4.06,52.0,2.5,10.2,0.73,8,High
Apr,3,Tondiarpet,47.05,7.74,59.1,4.2,21.2,0.3,20,High
Apr,3,Anna Nagar,19.27,1.84,46.8,0.9,4.4,1.93,2,Low
Apr,3,Chromepet,30.78,4.79,57.8,2.3,11.9,0.67,9,Med
Apr,3,Kodambakkam,25.66,4.45,50.7,1.7,10.5,0.87,6,Med
Apr,4,Korattur,39.37,9.35,59.0,2.5,16.0,0.36,23,High
Apr,4,Velachery,32.0,3.59,50.8,1.7,8.5,0.91,6,Med
Apr,4,Adyar,19.54,1.36,46.6,1.0,3.5,2.5,2,Low
Apr,4,Ambattur,45.95,9.37,63.9,3.6,23.9,0.23,26,High
Apr,4,Nungambakkam,22.5,1.77,50.2,1.4,5.8,2.21,4,Low
Apr,4,Perambur,42.98,6.47,53.9,2.6,14.9,0.68,11,Med
Apr,4,Mylapore,25.58,2.55,54.5,1.4,7.4,1.69,5,Low
Apr,4,Sholinganallur,27.35,4.78,52.7,2.5,11.3,1.01,8,Med
Apr,4,Tondiarpet,43.69,8.54,56.0,3.8,18.8,0.24,26,High
Apr,4,Anna Nagar,22.23,2.05,49.5,0.9,5.3,2.4,3,Low
Apr,4,Chromepet,33.49,4.66,54.5,2.5,13.1,0.76,10,Med
Apr,4,Kodambakkam,28.39,3.3,52.6,1.9,10.4,1.16,6,High
Apr,5,Korattur,48.89,7.22,62.2,2.4,18.7,0.36,17,High
Apr,5,Velachery,24.53,3.44,52.1,1.5,8.7,1.13,6,Med
Apr,5,Adyar,15.29,1.47,49.7,1.0,4.1,1.96,2,Low
Apr,5,Ambattur,61.3,10.62,64.1,4.3,22.2,0.16,25,High
Apr,5,Nungambakkam,22.24,1.91,44.9,1.2,5.7,2.16,3,Low
Apr,5,Perambur,39.45,5.54,60.6,3.3,15.1,0.53,14,Med
Apr,5,Mylapore,21.12,2.72,48.8,1.5,7.3,1.67,5,Low
Apr,5,Sholinganallur,35.18,3.72,57.8,2.0,11.2,0.76,8,Med
Apr,5,Tondiarpet,48.14,9.84,56.9,4.0,18.8,0.31,23,High
Apr,5,Anna Nagar,21.05,1.81,44.3,1.0,5.0,1.89,3,Med
Apr,5,Chromepet,37.46,5.47,53.7,2.1,12.5,0.67,12,Med
Apr,5,Kodambakkam,34.31,3.75,53.5,1.6,9.6,1.1,6,Med
Apr,6,Korattur,52.01,6.8,56.5,3.6,17.2,0.4,17,High
Apr,6,Velachery,26.85,4.17,56.3,1.8,7.9,1.2,4,Med
Apr,6,Adyar,17.47,1.54,48.0,0.9,3.9,2.15,2,Low
Apr,6,Ambattur,53.72,11.69,58.2,3.8,22.9,0.17,30,High
Apr,6,Nungambakkam,20.58,2.29,50.0,1.1,5.6,1.93,4,Low
Apr,6,Perambur,45.68,7.32,53.6,3.0,14.9,0.56,13,Med
Apr,6,Mylapore,27.36,2.41,50.0,1.4,6.2,1.51,4,Low
Apr,6,Sholinganallur,31.57,4.18,51.7,2.1,9.9,1.04,10,Med
Apr,6,Tondiarpet,53.16,9.89,62.5,3.0,18.9,0.26,22,High
Apr,6,Anna Nagar,18.03,1.96,49.8,0.9,4.6,2.36,2,Low
Apr,6,Chromepet,31.29,4.82,58.1,2.7,12.9,0.72,12,High
Apr,6,Kodambakkam,30.57,3.73,54.3,1.9,8.8,1.14,7,Low
Apr,7,Korattur,52.12,7.02,63.0,3.0,17.2,0.33,22,High
Apr,7,Velachery,29.24,3.96,55.2,1.8,8.3,1.09,6,Med
Apr,7,Adyar,15.33,1.33,47.5,0.9,3.5,2.42,3,Low
Apr,7,Ambattur,51.47,11.6,58.4,4.3,23.9,0.18,26,High
Apr,7,Nungambakkam,20.04,2.06,46.5,1.3,6.2,2.04,4,Low
Apr,7,Perambur,44.96,6.9,58.5,2.9,13.4,0.57,14,Med
Apr,7,Mylapore,22.67,3.21,47.1,1.4,6.6,1.87,4,Low
Apr,7,Sholinganallur,27.42,3.69,58.3,1.8,11.1,0.83,8,Med
Apr,7,Tondiarpet,52.99,8.15,55.4,3.2,19.7,0.3,20,Med
Apr,7,Anna Nagar,22.27,1.74,48.4,1.0,4.5,2.23,3,Low
Apr,7,Chromepet,29.99,4.18,55.4,2.1,13.5,0.66,9,Med
Apr,7,Kodambakkam,27.54,4.2,57.1,1.8,9.7,1.15,7,Med
Apr,8,Korattur,42.78,8.66,59.1,3.0,17.1,0.34,17,High
Apr,8,Velachery,31.4,3.31,51.5,1.8,9.2,0.99,6,Low
Apr,8,Adyar,17.11,1.33,47.3,0.8,3.7,1.88,2,Low
Apr,8,Ambattur,51.0,12.2,65.2,4.3,25.1,0.23,26,High
Apr,8,Nungambakkam,22.01,2.31,52.0,1.2,5.7,1.56,4,Low
Apr,8,Perambur,36.02,5.99,54.6,2.7,13.5,0.54,11,Med
Apr,8,Mylapore,25.83,2.52,51.0,1.3,6.4,1.36,4,Low
Apr,8,Sholinganallur,29.3,4.46,56.2,2.5,11.3,0.93,8,Med
Apr,8,Tondiarpet,51.15,9.0,63.2,3.2,17.6,0.29,20,High
Apr,8,Anna Nagar,17.18,1.72,48.3,1.0,4.6,1.65,2,Low
Apr,8,Chromepet,35.71,4.14,55.0,2.1,13.8,0.63,10,Med
Apr,8,Kodambakkam,28.6,3.2,53.1,2.2,9.5,0.89,7,Med
Apr,9,Korattur,39.84,8.74,59.1,2.5,16.8,0.46,20,High
Apr,9,Velachery,31.59,4.03,56.0,1.5,8.2,1.21,5,Low
Apr,9,Adyar,16.03,1.16,48.2,1.0,4.1,2.26,2,Low
Apr,9,Ambattur,46.19,12.14,57.5,3.6,22.4,0.18,31,High
Apr,9,Nungambakkam,20.57,2.18,51.8,1.2,5.4,1.71,3,Low
Apr,9,Perambur,43.95,7.54,58.5,3.0,14.6,0.52,13,Med
Apr,9,Mylapore,22.65,3.09,50.3,1.1,7.2,1.79,4,Low
Apr,9,Sholinganallur,29.54,4.6,57.4,2.3,9.8,0.87,7,Med
Apr,9,Tondiarpet,48.04,8.83,60.0,3.5,20.6,0.32,24,High
Apr,9,Anna Nagar,21.99,1.88,48.7,1.1,4.5,1.74,3,Low
Apr,9,Chromepet,34.42,5.26,52.7,2.3,11.5,0.75,11,High
Apr,9,Kodambakkam,26.89,4.41,55.4,1.7,10.5,0.85,6,Med
Apr,10,Korattur,44.94,7.28,63.2,2.5,17.2,0.33,20,High
Apr,10,Velachery,24.36,3.3,49.0,1.9,9.1,1.03,5,Med
Apr,10,Adyar,17.95,1.37,46.5,0.8,4.0,2.36,3,Low
Apr,10,Ambattur,46.2,8.89,59.8,3.6,21.4,0.17,30,High
Apr,10,Nungambakkam,20.65,1.74,50.3,1.3,5.5,1.63,4,Low
Apr,10,Perambur,37.24,6.82,59.4,2.4,14.6,0.63,13,Med
Apr,10,Mylapore,27.21,2.55,49.0,1.1,6.4,1.91,4,Low
Apr,10,Sholinganallur,31.77,4.1,51.5,1.9,9.8,0.94,9,Med
Apr,10,Tondiarpet,55.33,9.49,60.0,3.3,17.9,0.33,24,Med
Apr,10,Anna Nagar,21.35,1.76,45.0,0.8,4.5,1.88,3,Low
Apr,10,Chromepet,37.38,5.93,53.1,2.4,12.3,0.63,10,Med
Apr,10,Kodambakkam,33.6,4.26,56.4,2.2,9.9,0.82,8,Med
Apr,11,Korattur,39.03,9.32,62.5,3.2,16.2,0.39,18,High
Apr,11,Velachery,32.12,3.41,54.4,1.5,9.5,1.13,6,Med
Apr,11,Adyar,18.4,1.55,46.2,1.0,3.9,2.02,3,Low
Apr,11,Ambattur,51.61,10.35,67.0,4.0,21.1,0.2,27,High
Apr,11,Nungambakkam,20.91,2.0,52.1,1.3,5.6,2.19,3,Low
Apr,11,Perambur,39.37,5.77,61.5,3.0,15.0,0.54,12,Med
Apr,11,Mylapore,20.73,2.35,48.7,1.4,6.2,1.52,4,Low
Apr,11,Sholinganallur,27.21,3.97,53.0,1.9,11.4,0.93,9,Med
Apr,11,Tondiarpet,42.48,8.45,64.9,3.2,19.7,0.24,21,High
Apr,11,Anna Nagar,18.55,1.94,48.6,0.9,5.3,1.71,2,Low
Apr,11,Chromepet,32.94,5.16,56.9,2.2,12.8,0.83,9,Med
Apr,11,Kodambakkam,30.56,3.6,49.8,2.0,9.9,0.99,7,Med
Apr,12,Korattur,44.73,6.92,58.6,2.8,19.0,0.42,20,High
Apr,12,Velachery,27.46,3.47,48.4,1.8,9.5,1.03,6,Med
Apr,12,Adyar,16.42,1.23,46.6,0.7,3.9,2.29,2,Low
Apr,12,Ambattur,51.63,10.3,57.2,4.9,25.0,0.19,24,High
Apr,12,Nungambakkam,23.45,2.15,47.2,1.0,5.6,1.83,3,Low
Apr,12,Perambur,42.64,7.01,59.4,2.3,13.7,0.5,14,Med
Apr,12,Mylapore,22.24,2.99,53.3,1.2,6.5,1.97,3,Low
Apr,12,Sholinganallur,33.81,3.76,50.0,2.2,9.9,0.73,7,Med
Apr,12,Tondiarpet,53.34,9.03,55.9,3.1,19.0,0.35,27,High
Apr,12,Anna Nagar,19.67,1.95,48.9,1.1,5.0,1.98,3,Low
Apr,12,Chromepet,38.26,5.33,52.4,2.7,12.7,0.77,9,Med
Apr,12,Kodambakkam,34.21,3.87,54.8,1.9,10.1,0.82,7,Med
Apr,13,Korattur,39.13,7.83,59.8,2.4,16.8,0.41,23,High
Apr,13,Velachery,24.27,4.11,56.3,1.7,9.1,0.97,6,Med
Apr,13,Adyar,19.32,1.36,45.4,0.9,3.8,1.84,3,Low
Apr,13,Ambattur,56.86,10.05,64.2,4.9,22.2,0.21,27,High
Apr,13,Nungambakkam,24.0,2.14,47.5,1.1,6.0,1.9,4,Low
Apr,13,Perambur,40.07,5.72,55.6,3.3,14.1,0.61,13,Med
Apr,13,Mylapore,26.81,2.47,47.2,1.1,7.4,1.63,5,Med
Apr,13,Sholinganallur,34.97,4.73,52.0,2.5,10.0,1.01,9,Med
Apr,13,Tondiarpet,42.16,9.59,56.4,4.2,17.7,0.32,25,High
Apr,13,Anna Nagar,21.87,1.63,49.0,0.9,5.3,2.1,2,Low
Apr,13,Chromepet,34.27,4.66,52.6,2.1,13.4,0.87,9,Med
Apr,13,Kodambakkam,31.23,4.12,50.8,2.2,10.5,0.92,7,Med
Apr,14,Korattur,39.74,7.05,61.4,3.5,18.0,0.39,22,High
Apr,14,Velachery,27.91,3.4,53.4,1.8,8.1,0.88,5,Med
Apr,14,Adyar,15.21,1.15,48.7,0.8,3.6,1.99,3,Low
Apr,14,Ambattur,48.93,12.36,66.3,3.9,24.2,0.16,32,Med
Apr,14,Nungambakkam,18.62,2.09,51.2,1.4,5.8,1.77,3,Low
Apr,14,Perambur,35.13,6.53,61.0,2.5,13.2,0.54,12,Med
Apr,14,Mylapore,26.18,2.45,50.8,1.5,7.4,1.76,5,Low
Apr,14,Sholinganallur,27.91,5.07,57.8,2.3,11.2,0.71,10,High
Apr,14,Tondiarpet,54.14,9.14,56.6,4.0,17.9,0.29,21,High
Apr,14,Anna Nagar,19.27,1.92,50.4,0.9,5.3,1.65,3,Low
Apr,14,Chromepet,36.05,4.82,56.9,2.0,12.6,0.74,10,Med
Apr,14,Kodambakkam,31.89,3.95,50.1,1.6,9.9,1.13,7,Med
Apr,15,Korattur,51.31,7.2,55.3,2.4,17.2,0.43,22,High
Apr,15,Velachery,24.3,3.98,55.5,1.6,8.0,0.88,5,Med
Apr,15,Adyar,16.49,1.41,49.5,1.1,3.6,2.14,3,Low
Apr,15,Ambattur,46.57,12.35,59.2,4.7,24.7,0.22,32,High
Apr,15,Nungambakkam,20.08,1.94,48.9,1.3,5.5,2.13,3,Low
Apr,15,Perambur,35.05,6.23,56.4,3.3,14.5,0.48,15,Med
Apr,15,Mylapore,24.4,2.62,50.9,1.1,7.1,1.84,4,Low
Apr,15,Sholinganallur,31.44,4.78,58.3,1.7,11.4,0.79,9,Med
Apr,15,Tondiarpet,55.27,7.75,63.5,3.5,17.5,0.28,23,High
Apr,15,Anna Nagar,18.7,1.85,47.8,1.0,4.4,2.25,3,Low
Apr,15,Chromepet,37.59,4.75,58.2,2.2,13.2,0.69,8,Med
Apr,15,Kodambakkam,31.17,4.39,55.8,2.3,10.2,1.09,7,Low
Apr,16,Korattur,50.49,9.21,58.8,3.1,17.7,0.39,17,High
Apr,16,Velachery,30.2,4.14,49.3,1.4,9.2,1.26,4,Med
Apr,16,Adyar,17.68,1.28,45.8,0.9,3.8,2.37,3,Low
Apr,16,Ambattur,55.08,9.23,62.8,4.0,22.2,0.17,28,High
Apr,16,Nungambakkam,21.13,2.38,48.4,1.3,5.5,1.52,4,Low
Apr,16,Perambur,41.09,6.15,53.2,2.5,15.3,0.53,15,Med
Apr,16,Mylapore,25.2,2.46,51.4,1.1,6.3,1.34,5,Low
Apr,16,Sholinganallur,32.78,3.65,56.2,1.8,11.1,0.79,7,Med
Apr,16,Tondiarpet,53.7,8.73,62.2,3.8,18.8,0.24,23,High
Apr,16,Anna Nagar,17.87,1.64,46.5,1.1,4.8,2.15,3,Low
Apr,16,Chromepet,33.1,5.57,53.8,2.3,13.0,0.77,12,Med
Apr,16,Kodambakkam,27.01,3.24,57.0,2.3,8.8,1.01,8,Med
Apr,17,Korattur,49.43,7.98,59.9,2.8,16.5,0.44,16,High
Apr,17,Velachery,27.13,4.23,48.9,1.4,9.5,0.95,5,Med
Apr,17,Adyar,17.71,1.32,48.3,1.0,3.9,1.83,2,Low
Apr,17,Ambattur,52.41,9.78,65.4,4.0,22.1,0.17,31,High
Apr,17,Nungambakkam,21.06,2.22,45.5,1.0,6.1,2.12,3,Low
Apr,17,Perambur,39.84,7.58,58.6,2.9,14.4,0.56,13,Med
Apr,17,Mylapore,21.52,2.85,52.7,1.3,6.9,1.41,4,Low
Apr,17,Sholinganallur,30.22,3.71,53.6,2.5,10.8,0.92,9,Med
Apr,17,Tondiarpet,53.98,7.61,56.5,3.3,19.6,0.34,26,High
Apr,17,Anna Nagar,16.69,1.7,49.0,1.2,4.5,2.34,3,Low
Apr,17,Chromepet,33.39,4.87,55.8,2.6,11.7,0.9,12,Med
Apr,17,Kodambakkam,31.12,4.57,49.5,2.1,9.4,0.95,7,Med
Apr,18,Korattur,50.17,7.35,59.0,2.6,16.4,0.43,23,Med
Apr,18,Velachery,24.62,4.1,53.2,1.7,9.0,1.02,5,Med
Apr,18,Adyar,17.92,1.58,43.6,0.8,3.8,2.29,3,Low
Apr,18,Ambattur,58.86,10.39,60.3,4.0,21.8,0.17,32,High
Apr,18,Nungambakkam,24.47,1.82,48.6,1.2,6.0,1.55,3,Low
Apr,18,Perambur,37.07,6.45,60.8,2.6,15.8,0.7,14,Med
Apr,18,Mylapore,25.46,2.45,48.1,1.5,7.1,1.34,5,Med
Apr,18,Sholinganallur,32.39,4.83,50.0,2.4,9.7,0.77,10,Med
Apr,18,Tondiarpet,51.88,9.28,63.3,3.4,17.9,0.32,27,High
Apr,18,Anna Nagar,19.01,1.6,50.3,1.2,5.1,1.72,2,Low
Apr,18,Chromepet,37.99,5.46,53.8,2.4,12.1,0.82,10,Med
Apr,18,Kodambakkam,31.94,3.62,57.0,1.9,10.5,1.08,7,Med
Apr,19,Korattur,47.79,9.04,54.8,3.2,15.7,0.33,19,Med
Apr,19,Velachery,29.59,3.29,49.5,2.0,9.1,0.97,5,Med
Apr,19,Adyar,19.82,1.53,48.4,0.7,3.5,2.28,2,Low
Apr,19,Ambattur,52.04,9.76,60.9,4.5,23.9,0.19,30,High
Apr,19,Nungambakkam,20.06,1.84,46.9,1.2,6.2,1.76,3,Low
Apr,19,Perambur,34.96,5.68,60.7,3.1,13.9,0.69,12,Med
Apr,19,Mylapore,21.46,2.78,49.0,1.1,7.1,1.78,5,Low
Apr,19,Sholinganallur,34.94,4.35,53.6,1.9,10.2,0.88,9,Med
Apr,19,Tondiarpet,42.11,10.12,57.9,3.4,19.0,0.28,23,High
Apr,19,Anna Nagar,18.05,1.89,46.3,1.1,4.7,1.96,2,Low
Apr,19,Chromepet,31.84,5.27,59.2,2.5,12.2,0.81,8,Med
Apr,19,Kodambakkam,32.8,3.31,55.1,2.3,10.2,0.99,8,Med
Apr,20,Korattur,43.7,7.09,55.9,3.0,18.7,0.35,22,High
Apr,20,Velachery,26.71,3.22,54.3,2.0,7.9,0.86,6,Med
Apr,20,Adyar,16.93,1.35,44.0,0.8,3.7,2.47,2,Low
Apr,20,Ambattur,47.33,11.76,63.6,3.7,24.4,0.18,24,High
Apr,20,Nungambakkam,22.76,2.23,47.8,0.9,6.2,1.92,3,Low
Apr,20,Perambur,43.26,5.87,58.2,2.6,14.0,0.58,11,Med
Apr,20,Mylapore,22.09,2.57,51.7,1.3,6.5,1.38,5,Low
Apr,20,Sholinganallur,31.85,5.01,54.6,1.9,9.6,0.87,8,Med
Apr,20,Tondiarpet,49.18,7.92,57.5,4.4,19.0,0.26,23,High
Apr,20,Anna Nagar,20.23,1.64,49.9,1.1,4.5,1.77,3,Low
Apr,20,Chromepet,32.3,4.39,56.3,2.4,13.2,0.8,9,Med
Apr,20,Kodambakkam,27.83,3.62,52.0,1.7,9.3,1.0,7,Med
Apr,21,Korattur,48.19,8.68,62.0,3.1,16.8,0.41,19,High
Apr,21,Velachery,28.25,4.05,56.5,1.4,8.0,1.15,5,Med
Apr,21,Adyar,15.69,1.48,44.1,0.8,4.2,1.82,2,Low
Apr,21,Ambattur,58.2,10.62,64.5,4.5,22.8,0.18,28,High
Apr,21,Nungambakkam,24.04,2.17,48.7,1.2,5.7,1.95,3,Low
Apr,21,Perambur,36.24,6.87,59.2,2.8,13.8,0.57,15,Med
Apr,21,Mylapore,25.85,3.17,47.5,1.4,7.2,1.33,4,Low
Apr,21,Sholinganallur,27.85,5.11,52.7,1.9,11.1,0.89,8,Med
Apr,21,Tondiarpet,48.04,8.08,58.7,3.8,18.3,0.31,27,High
Apr,21,Anna Nagar,21.27,1.98,48.2,0.9,5.0,1.96,2,Low
Apr,21,Chromepet,36.59,4.28,52.2,2.6,12.1,0.7,9,Med
Apr,21,Kodambakkam,30.86,4.25,51.9,2.1,9.9,0.88,8,Med
Apr,22,Korattur,47.89,7.88,56.0,3.4,19.2,0.32,22,High
Apr,22,Velachery,25.3,4.07,50.9,2.0,8.0,1.07,5,Med
Apr,22,Adyar,16.55,1.36,43.7,0.9,3.8,2.13,2,Low
Apr,22,Ambattur,53.7,10.79,65.9,5.0,25.4,0.23,32,High
Apr,22,Nungambakkam,23.52,2.08,48.4,1.3,6.0,1.89,3,Low
Apr,22,Perambur,34.11,6.28,56.9,3.0,15.2,0.52,13,High
Apr,22,Mylapore,23.39,2.49,52.4,1.1,6.7,1.67,3,Low
Apr,22,Sholinganallur,28.11,4.16,52.2,2.5,10.9,0.71,8,Med
Apr,22,Tondiarpet,41.86,9.86,57.8,3.9,21.2,0.33,27,Med
Apr,22,Anna Nagar,22.29,1.83,47.5,1.0,5.2,2.24,3,Low
Apr,22,Chromepet,29.98,5.76,52.2,2.6,13.6,0.66,10,Med
Apr,22,Kodambakkam,26.07,4.07,49.6,1.6,9.8,1.16,6,Med
Apr,23,Korattur,38.98,8.92,62.5,2.8,18.2,0.45,21,Med
